filename,ID,camera ID,sequence number,frame number,graph,fixed_graph
0560_c1s3_016471_00.jpg,560,1,1,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""long hair"", ""black clothing"", ""white shoes""]
    },
    {
      ""id"": ""road"",
      ""attributes"": [""gray"", ""visible""]
    },
    {
      ""id"": ""grass"",
      ""attributes"": [""green"", ""visible""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""road"",
      ""relation"": ""standing on""
    },
    {
      ""source"": ""person"",
      ""target"": ""grass"",
      ""relation"": ""standing on""
    }
  ]
}",nan
0578_c6s2_005643_00.jpg,578,6,0,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""blue polo shirt"", ""short black hair"", ""walking away"", ""crossing legs"", ""standing on sidewalk""]
    },
    {
      ""id"": ""sidewalk"",
      ""attributes"": [""gray"", ""visible""]
    },
    {
      ""id"": ""building"",
      ""attributes"": [""black"", ""visible""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""sidewalk""
    },
    {
      ""source"": ""person"",
      ""target"": ""building""
    }
  ]
}",nan
0695_c5s2_052630_00.jpg,695,5,5,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""white shirt"", ""brown backpack"", ""short brown hair"", ""light skin tone""]
    },
    {
      ""id"": ""bicycle"",
      ""attributes"": [""black"", ""on sidewalk""]
    },
    {
      ""id"": ""sidewalk"",
      ""attributes"": [""gray""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""bicycle"",
      ""relation"": ""near""
    },
    {
      ""source"": ""person"",
      ""target"": ""sidewalk"",
      ""relation"": ""standing on""
    }
  ]
}",nan
0017_c4s1_002051_00.jpg,17,4,0,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""black hair"", ""white t-shirt"", ""green shorts"", ""white shoes"", ""black purse"", ""walking on street""]
    },
    {
      ""id"": ""road"",
      ""attributes"": [""gray surface""]
    },
    {
      ""id"": ""bicycle"",
      ""attributes"": [""black"", ""behind person""]
    },
    {
      ""id"": ""hedge"",
      ""attributes"": [""green"", ""behind bicycle""]
    },
    {
      ""id"": ""grass"",
      ""attributes"": [""green"", ""behind hedge""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""road"",
      ""relation"": ""walking on""
    },
    {
      ""source"": ""bicycle"",
      ""target"": ""hedge"",
      ""relation"": ""behind""
    },
    {
      ""source"": ""hedge"",
      ""target"": ""grass"",
      ""relation"": ""behind""
    }
  ]
}",nan
0230_c3s1_047001_00.jpg,230,3,4,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""black hair"", ""gray shirt"", ""black pants"", ""black shoes""]
    },
    {
      ""id"": ""face"",
      ""attributes"": [""blurred"", ""looking down""]
    },
    {
      ""id"": ""hands"",
      ""attributes"": [""holding something""]
    },
    {
      ""id"": ""ground"",
      ""attributes"": [""gray""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""face"",
      ""relation"": ""has""
    },
    {
      ""source"": ""person"",
      ""target"": ""hands"",
      ""relation"": ""has""
    },
    {
      ""source"": ""hands"",
      ""target"": ""ground"",
      ""relation"": ""holding""
    }
  ]
}",nan
0860_c2s2_104882_00.jpg,860,2,0,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""white t-shirt"", ""black hair"", ""beard"", ""blue jeans"", ""black shoes""]
    },
    {
      ""id"": ""bike"",
      ""attributes"": [""black"", ""in background""]
    },
    {
      ""id"": ""road"",
      ""attributes"": [""gray"", ""in background""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""bike"",
      ""relation"": ""riding""
    },
    {
      ""source"": ""person"",
      ""target"": ""road"",
      ""relation"": ""walking on""
    }
  ]
}",nan
0580_c5s3_100362_00.jpg,580,5,0,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""black hair"", ""white shirt"", ""black vest"", ""black pants"", ""white shoes"", ""green backpack""]
    },
    {
      ""id"": ""road"",
      ""attributes"": [""gray"", ""white line""]
    },
    {
      ""id"": ""bicycle"",
      ""attributes"": [""black"", ""in background""]
    },
    {
      ""id"": ""woman"",
      ""attributes"": [""pink shirt"", ""white hat"", ""in background""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""road"",
      ""relation"": ""walking on""
    },
    {
      ""source"": ""person"",
      ""target"": ""bicycle"",
      ""relation"": ""near""
    },
    {
      ""source"": ""person"",
      ""target"": ""woman"",
      ""relation"": ""in background""
    }
  ]
}",nan
0226_c4s1_054151_00.jpg,226,4,5,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""black hair"", ""black shirt"", ""gray shorts"", ""black shoes""]
    },
    {
      ""id"": ""bag"",
      ""attributes"": [""black"", ""over left shoulder""]
    },
    {
      ""id"": ""road"",
      ""attributes"": [""gray"", ""white line""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""bag"",
      ""relation"": ""carrying""
    },
    {
      ""source"": ""person"",
      ""target"": ""road"",
      ""relation"": ""walking on""
    }
  ]
}",nan
0638_c3s2_028037_00.jpg,638,3,2,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""black hair"", ""white dress"", ""sandals"", ""holding plastic bag""]
    },
    {
      ""id"": ""black hair"",
      ""attributes"": [""short"", ""on head""]
    },
    {
      ""id"": ""white dress"",
      ""attributes"": [""short"", ""knee-length"", ""with dots""]
    },
    {
      ""id"": ""sandals"",
      ""attributes"": [""on feet""]
    },
    {
      ""id"": ""plastic bag"",
      ""attributes"": [""in hand""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""black hair"",
      ""relation"": ""has""
    },
    {
      ""source"": ""person"",
      ""target"": ""white dress"",
      ""relation"": ""wears""
    },
    {
      ""source"": ""person"",
      ""target"": ""sandals"",
      ""relation"": ""is wearing""
    },
    {
      ""source"": ""person"",
      ""target"": ""plastic bag"",
      ""relation"": ""is holding""
    }
  ]
}",nan
0292_c2s1_064621_00.jpg,292,2,6,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""black hair"", ""white t-shirt"", ""black shorts"", ""sandals"", ""shopping bag""]
    },
    {
      ""id"": ""shopping bag"",
      ""attributes"": [""black"", ""in hand""]
    },
    {
      ""id"": ""shopping cart"",
      ""attributes"": [""black"", ""behind person""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""shopping bag"",
      ""relation"": ""holding""
    },
    {
      ""source"": ""person"",
      ""target"": ""shopping cart"",
      ""relation"": ""behind""
    }
  ]
}",nan
0240_c6s1_050551_00.jpg,240,6,5,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""long brown hair"", ""white t-shirt"", ""short denim skirt"", ""white shoes"", ""backpack""]
    },
    {
      ""id"": ""floor"",
      ""attributes"": [""gray""]
    },
    {
      ""id"": ""black curtain"",
      ""attributes"": [""behind person""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""floor"",
      ""relation"": ""standing on""
    },
    {
      ""source"": ""person"",
      ""target"": ""black curtain"",
      ""relation"": ""in front of""
    }
  ]
}",nan
1122_c3s2_156744_00.jpg,1122,3,5,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""green shirt"", ""black pants"", ""black backpack"", ""brown hair"", ""white shoes"", ""female"", ""walking""]
    },
    {
      ""id"": ""bench"",
      ""attributes"": [""white"", ""metal""]
    },
    {
      ""id"": ""trees"",
      ""attributes"": [""green""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""bench"",
      ""relation"": ""near""
    },
    {
      ""source"": ""person"",
      ""target"": ""trees"",
      ""relation"": ""behind""
    }
  ]
}",nan
0041_c6s3_087667_00.jpg,41,6,8,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""blue jeans"", ""black backpack"", ""black hair"", ""white shirt""]
    },
    {
      ""id"": ""floor"",
      ""attributes"": [""gray""]
    },
    {
      ""id"": ""wall"",
      ""attributes"": [""black""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""floor"",
      ""relation"": ""standing""
    },
    {
      ""source"": ""person"",
      ""target"": ""wall"",
      ""relation"": ""in front of""
    }
  ]
}",nan
1083_c6s3_007067_00.jpg,1083,6,0,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""pink dress"", ""black shoes"", ""dark hair"", ""holding phone"", ""shopping bag""]
    },
    {
      ""id"": ""phone"",
      ""attributes"": [""in hand""]
    },
    {
      ""id"": ""shopping bag"",
      ""attributes"": [""in hand""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""phone"",
      ""relation"": ""holding""
    },
    {
      ""source"": ""person"",
      ""target"": ""shopping bag"",
      ""relation"": ""holding""
    }
  ]
}",nan
0577_c1s3_024801_00.jpg,577,1,2,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""long black hair"", ""white t-shirt"", ""black pants"", ""brown shoes"", ""gray backpack"", ""walking towards right""]
    },
    {
      ""id"": ""ground"",
      ""attributes"": [""gray brick""]
    },
    {
      ""id"": ""bicycles"",
      ""attributes"": [""parked behind person""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""ground"",
      ""relation"": ""standing on""
    },
    {
      ""source"": ""person"",
      ""target"": ""bicycles"",
      ""relation"": ""walking past""
    }
  ]
}",nan
1209_c2s3_006407_00.jpg,1209,2,0,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""short brown hair"", ""purple shirt"", ""blue jeans"", ""brown bag"", ""looking down""]
    },
    {
      ""id"": ""background"",
      ""attributes"": [""standing behind person""]
    },
    {
      ""id"": ""bicycle"",
      ""attributes"": [""visible in background""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""background"",
      ""relation"": ""standing in front of""
    },
    {
      ""source"": ""person"",
      ""target"": ""bicycle"",
      ""relation"": ""near""
    }
  ]
}",nan
0889_c1s6_008991_00.jpg,889,1,0,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""pink shirt"", ""black shorts"", ""black hair"", ""white shoes""]
    },
    {
      ""id"": ""road"",
      ""attributes"": [""gray"", ""visible""]
    },
    {
      ""id"": ""sidewalk"",
      ""attributes"": [""white"", ""visible""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""road"",
      ""relation"": ""standing on""
    },
    {
      ""source"": ""person"",
      ""target"": ""sidewalk"",
      ""relation"": ""walking on""
    }
  ]
}",nan
0569_c4s3_027579_00.jpg,569,4,2,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""blue shirt"", ""black shorts"", ""black sandals"", ""black watch"", ""short black hair""]
    },
    {
      ""id"": ""white bike"",
      ""attributes"": [""parked on street""]
    },
    {
      ""id"": ""black bike"",
      ""attributes"": [""parked on street""]
    },
    {
      ""id"": ""gray street"",
      ""attributes"": [""paved""]
    },
    {
      ""id"": ""red wall"",
      ""attributes"": [""in background""]
    },
    {
      ""id"": ""green grass"",
      ""attributes"": [""in background""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""white bike"",
      ""relation"": ""near""
    },
    {
      ""source"": ""person"",
      ""target"": ""black bike"",
      ""relation"": ""near""
    },
    {
      ""source"": ""white bike"",
      ""target"": ""gray street"",
      ""relation"": ""on""
    },
    {
      ""source"": ""black bike"",
      ""target"": ""gray street"",
      ""relation"": ""on""
    },
    {
      ""source"": ""gray street"",
      ""target"": ""red wall"",
      ""relation"": ""leads to""
    },
    {
      ""source"": ""gray street"",
      ""target"": ""green grass"",
      ""relation"": ""leads to""
    }
  ]
}",nan
0591_c3s2_013512_00.jpg,591,3,1,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""red dress"", ""black hair"", ""light skin"", ""necklace"", ""black purse"", ""walking towards right""]
    },
    {
      ""id"": ""steps"",
      ""attributes"": [""white"", ""black"", ""in front of person""]
    },
    {
      ""id"": ""trees"",
      ""attributes"": [""green"", ""in background""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""steps"",
      ""relation"": ""walking on""
    },
    {
      ""source"": ""steps"",
      ""target"": ""trees"",
      ""relation"": ""in front of""
    }
  ]
}",nan
1482_c5s3_061640_00.jpg,1482,5,6,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""black shirt"", ""shorts"", ""black shoes""]
    },
    {
      ""id"": ""hair"",
      ""attributes"": [""blonde""]
    },
    {
      ""id"": ""face"",
      ""attributes"": [""unrecognizable""]
    },
    {
      ""id"": ""skin"",
      ""attributes"": [""white""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""hair""
    },
    {
      ""source"": ""person"",
      ""target"": ""face""
    },
    {
      ""source"": ""person"",
      ""target"": ""skin""
    }
  ]
}",nan
1042_c1s4_074011_00.jpg,1042,1,7,0," {
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""light gray shirt"", ""black shorts"", ""black bag"", ""black lanyard"", ""white tag""]
    },
    {
      ""id"": ""road"",
      ""attributes"": [""gray"", ""white lines""]
    },
    {
      ""id"": ""trees"",
      ""attributes"": [""green""]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""road""
    },
    {
      ""source"": ""person"",
      ""target"": ""trees""
    }
  ]
}",nan
