filename,ID,camera ID,frame number,graph,fixed_graph
0230_c2_2229.png,230,2,2229,"{
  ""nodes"": [
    {
      ""id"": ""person"",
    },
    {
      ""id"": ""hair"",
    },
    {
      ""id"": ""jacket""
    },
    {
      ""id"": ""shirt""
    },
    {
      ""id"": ""pants""
    },
    {
      ""id"": ""shoes""
    },
    {
      ""id"": ""street""
    },
    {
      ""id"": ""graffiti""
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ,
      ""target"": ""hair
"",
      ""relation"": ""has""
    },
    {
      ""source"": ""person
"",
      ""target"": ""jacket
"",
      ""relation"": ""wearing""
    },
    {
      ""source"": ""person
"",
      ""target"": ""shirt
"",
      ""relation"": ""wearing""
    },
    {
      ""source"": ""person
"",
      ""target"": ""pants
""
    },
    {
      ""source"": ""person
"",
      ""target"": ""shoes
"",
    },
    {
      ""source"": ""person
"",
      ""target"": ""graffiti
""
    },
    {
      ""source"": ""jacket
"",
      ""target"": ""person
"",
      ""relation"": ""on""
    },
    {
      ""source"": ""shirt
"",
      ""target"": ""person
"",
      ""relation"": ""underneath""
    },
    {
      ""source"": ""pants
"",
      ""target"": ""person
"",
      ""relation"": ""on""
    },
    {
      ""source"": ""shoes
"",
      ""target"": ""person
"",
      ""relation"": ""on""
    },
    {
      ""source"": ""graffiti
"",
      ""target"": ""street
"",
      ""relation"": ""on""
    }
  ]
}

JSON structure representation of the detailed and fine-grained visual characteristics of the person in the photo, focusing on re-identification by specifying essential features:

1- **""person""**: Represents the individual in the photograph.

2. ** ""hair""**: Specifically denotes aspects related to the individual's hair.

3. ** ""jacket""**: Indicates the outerwear the person is wearing.

4. ** ""shirt""**: Refers to the clothing layer beneath the jacket.

56. ** ""pants""**: Refers to the lower garment the person is wearing.

57. ** ""shoes""**: Refers to the footwear the person is wearing.

60. ** ""street""**: Represents the background setting of the photograph.

61. ** ""graffiti""**: Indicates the colorful background with text on the wall behind the person.

!5 ** Edges describe the relationships between nodes, such as possession (ehas""), body, and spatial positions ('on"").

This structure supports detailed re-identification by specifying individual parts, attributes, and relationships without using restricted characters or overly compound attribute strings.",
0744_c2_7245.png,744,2,7245,"{
  ""nodes"": [
    {
      ""id"": ""person"",
    },
    {
      ""id"": ""hair"",
    },
    {
      ""id"": ""shirt""
    },
    {
      ""id"": ""pants""
    },
    {
      ""id"": ""bag"",
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""hair""
      ""relation"": ""has""
    },
    {
      ""source"": ""person""
      ""target"": ""shirt""
      ""relation"": ""wearing""
    },
    {
      ""source"": ""person""
      ""target"": ""pants""
      ""relation"": ""wearing""
    },
    {
      ""source"": ""person""
      ""target"": ""bag""
      ""relation"": ""holding""
    }
  ]
}


{
  ""attributes"": [
    ""tall"",
    ""long"",
    ""black""
  ]
},

{
  ""attributes"": [
    ""medium""
  ]
},

{
  ""attributes"": [
    ""long"",
    ""black"",
    ""loose fit""
  ]
},

{
  ""attributes"": [
    ""grey"",
    ""satchel-style""
  ]
}",
0675_c2_6572.png,675,2,6572,"{
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [
        ""indistinct face"",
        ""male""
      ]
    },
    {
      ""id"": ""hair"",
      ""attributes"": [
        ""dark"",
        ""short""
      ]
    },
    {
      ""id"": ""shirt"",
      ""attributes"": [
        ""hoodie""
      ]
    },
    {
      ""id"": ""backpack"",
      ""attributes"": [
        ""carried on shoulders""
      ]
    },
    {
      ""id"": ""jjlower_clothing"",
      ""attributes"": [
        ""dark"",
        ""fitting closely to body""
      ]
    }
  ],
  ""edges"": [
    {
      ""source"": ""hair"",
      ""target"": ""person"",
      ""relation"": ""attached to""
    },
    {
      ""source"": ""shirt"",
      ""target"": ""person"",
      ""relation"": ""wearing""
    },
    {
      ""source"": ""backpack"",
      ""target"": ""person"",
      ""relation"": ""wearing""
    },
    {
      ""source"": ""i_lower_clothing"",
      ""target"": ""person"",
      ""relation"": ""wearing""
    }
  ]
}",
0862_c1_8358.png,862,1,8358,"```json
{
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [""young"", ""standing"", ""backpack"", ""casual clothing""],
      ""hair"": [""black"", ""short""],
      ""gender"": [""female""]
    },
    {
      ""id"": ""backpack"",
      ""attributes"": [""black"", ""shoulder style""]
    },
    {
      ""id"": ""shirt"",
      ""attributes"": [""light colored""],
      ""on"": ""person""
    },
    {
      ""id"": ""pants"",
      ""attributes"": [""dark-colored"", ""casual""],
      ""on"": ""person""
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""backpack"",
      ""relation"": ""carrying""
    },
    {
      ""source"": ""shirt"",
      ""target"": ""person"",
      ""relation"": ""wearing""
    },
    {
      ""source"": ""pants"",
      ""target"": ""person"",
      ""relation"": ""wearing""
    }
  ]
}
```",
0223_c2_2159.png,223,2,2159,"{
  ""nodes"": [
    {
      ""id"": ""person"",
    },
    {
      ""id"": ""shirt""
    },
    {
      ""id"": ""pants""
    },
    {
      ""id"": ""backpack""
    },
    {
      ""id"": ""hair""
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""shirt"",
      ""relation"": ""wearing""
    },
    {
      ""source"": ""person""
      ""target"": ""pants""
      ""relation"": ""wearing""
    },
    {
      ""source"": ""person""
      ""target"": ""backpack""
      ""relation"": ""carrying""
    },
    {
      ""source"": ""person""
      ""target"": ""hair""
      ""relation"": ""has""
    }
  ]
}

{
  ""nodes"": [
    {
      ""id"": ""person"",
      ""attributes"": [
        ""adult"",
        ""female""
      ]
    },
    {
      ""id"": ""shirt"",
      ""attributes"": [
        ""red"",
        ""short sleeve""
      ]
    },
    {
      ""id"": ""pants"",
      ""attributes"": [
        ""dark""
      ]
    },
    {
      ""id"": ""backpack"",
      ""attributes"": [
        ""brown""
      ]
    },
    {
      ""id"": ""hair"",
      ""attributes"": [
        ""black"",
        ""long""
      ]
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""shirt"",
      ""relation"": ""wearing""
    },
    {
      ""source"": ""person"",
      ""target"": ""pants"",
      ""relation"": ""wearing""
    },
    {
      ""source"": ""person"",
      ""target"": ""backpack"",
      ""relation"": ""carrying""
    },
    {
      ""source"": ""person"",
      ""target"": ""hair"",
      ""relation"": ""has""
    }
  ]
}",
1023_c2_9944.png,1023,2,9944,"{
  ""nodes"": [
    {
      ""id"": ""person"",
    },
    {
      ""id"": ""hair"",
    },
    {
      ""id"": ""shirt""
    },
    {
      ""id"": ""shorts""
    },
    {
      ""id"": ""backpack""
    },
    {
      ""id"": ""shoes""
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""hair
      ""relation"": ""has""
    },
    {
      ""source"": ""person
      ""target"": ""shirt
      ""relation"": ""wearing""
    },
    {
      ""source"": ""person
      ""target"": ""shorts
      ""relation"": ""wearing""
    },
    {
      ""source"": ""person
      ""target"": ""backpack
      ""relation"": ""carrying""
    },
    {
      ""source"": ""person
      ""target"": ""shoes
      ""relation"": ""wearing""
    }
  ]
}

""person"": [],
""hair"": [""short"", ""dark""],
""shirt"": [""short"", ""dark"", ""t-shirt""],
""shorts"": [""gray"", ""knee-length""],
""backpack"": [""black"", ""straps over shoulders""],
""shoes"": [""white"", ""sneakers""]",
0193_c2_1866.png,193,2,1866,"```json
{
  ""nodes"": [
    {
      ""id"": ""person"",
    },
    {
      ""id"": ""hair"",
      ""attributes"": [""black"", ""short""]
    },
    {
      ""id"": ""shirt"",
      ""attributes"": [""white"", ""sleeve"", ""t-shirt"", ""graphic""]
    },
    {
      ""id"": ""backpack"",
      ""attributes"": [""black"", ""on back""]
    },
    {
      ""id"": ""pants"",
      ""attributes"": [""gray"", ""jeans"", ""loose fit""]
    },
    {
      ""id"": ""shoes"",
      ""attributes"": [""dark"", ""sneakers""]
    },
    {
      ""id"": ""shoulder_bag"",
      ""attributes"": [""gray"", ""in left hand""]
    },
    {
      ""id"": ""graphic_design"",
      ""attributes"": [""center"", ""t-shirt""]
    }
  ],
  ""edges"": [
    { ""source"": ""person"", ""target"": ""hair"", ""relation"": ""has"" },
    { ""source"": ""person"", ""target"": ""shirt"", ""relation"": ""wearing"" },
    { ""source"": ""shirt"", ""target"": ""graphic_design"", ""relation"": ""features"" },
    { ""source"": ""person"", ""target"": ""backpack"", ""relation"": ""carrying"" },
    { ""source"": ""person"", ""target"": ""pants"", ""relation"": ""wearing"" },
    { ""source"": ""person"", ""target"": ""shoes"", ""relation"": ""wearing"" },
    { ""source"": ""person"", ""target"": ""shoulder_bag"", ""relation"": ""holding"" }
  ]
}
```",
1078_c2_10488.png,1078,2,10488,"```json
{
  ""nodes"": [
    {
      ""id"": ""person"",
    },
    {
      ""id"": ""hair"",
    },
    {
      ""id"": ""shirt""
    },
    {
      ""id"": ""leggings""
    },
    {
      ""id"": ""shoes""
    },
    {
      ""id"": ""crossbody_bag""
    }
  ],
  ""edges"": [
    {
      ""source"": ""person"",
      ""target"": ""hair"",
      ""relation"": ""has""
    },
    {
      ""source"": ""person""
      ""target"": ""shirt""
      ""relation"": ""wearing""
    },
    {
      ""source"": ""person""
      ""target"": ""leggings""
      ""relation"": ""wearing""
    },
    {
      ""source"": ""person""
      ""target"": ""shoes""
      ""relation"": ""wearing""
    },
    {
      ""source"": ""person""
      ""target"": ""crossbody_bag""
      ""relation"": ""carrying""
    },
    {
      ""source"": ""hair""
      ""target"": ""person""
      ""relation"": ""is attached to""
    },
    {
      ""source"": ""shirt""
      ""target"": ""person""
      ""relation"": ""is attached to""
    },
    {
      ""source"": ""leggings""
      ""target"": ""person""
      ""relation"": ""is attached to""
    },
    {
      ""source"": ""shoes""
      ""target"": ""person""
      ""relation"": ""is attached to""
    },
    {
      ""source"": ""crossbody_bag""
      ""target"": ""person""
      ""relation"": ""is attached to""
    }
  ]
}
```",
0570_c1_5552.png,570,1,5552,"{
  ""nodes"": [
    {
      ""id"": ""person_1"",
      ""attributes"": [
        ""young"",
        ""male"",
        ""wearing eyeglasses"",
        ""short, dark hair"",
        ""standing""
      ]
    },
    {
      ""id"": ""person_2"",
      ""attributes"": [
        ""young"",
        ""female"",
        ""medium-length, dark hair"",
        ""wearing pink jacket"",
        ""holding a white object"",
        ""standing"",
        ""next to person_1""
      ]
    },
    {
      ""id"": ""person_3"",
      ""attributes"": [
        ""wearing dark clothing"",
        ""standing"",
        ""behind person_1 and person_2""
      ]
    },
    {
      ""id"": ""person_3"",
      ""attributes"": [
        ""adult"",
        ""wearing dark shirt"",
        ""short dark hair"",
        ""holding a book"",
        ""standing"",
        ""behind person_1""
      ]
    },
    {
      ""id"": ""hair"",
      ""attributes"": [
        ""person_1: short, dark"",
        ""person_2: medium-length, dark"",
        ""person_3: short, dark"",
        ""person_3: short, dark""
      ]
    },
    {
      ""id"": ""object_white"",
      ""attributes"": [""person_2: holding"", ""color: white""]
    }
  ],
  ""edges"": [
    {""source"": ""person_1"", ""target"": ""person_2"", ""relation"":""next to""},
    {""source"": person_1"", ""target"": person_3"", ""relation"":""standing behind""},
    {""source"": person_1"", ""target"": person_@"", ""relation"":""standing behind""},
    {""source"": person_2"", ""target"": object_white"", ""relation"":""holding""},
    {""source"": person_@"", ""target"": object_book"", ""relation"":""holding""}
  ]
}",
0854_c2_8283.png,854,2,8283,"{
  ""nodes"": [
    {
      ""id"": ""person"",
    },
    {
      ""id"": ""hair""
    },
    {
      ""id"": ""shirt""
    },
    {
      ""id"": ""pipe""
    },
    {
      ""id"": ""second_person_shirt""
    }
  ],
  ""edges"": [
    {
      ""source"": ""hair"",
      ""target"": ""person"",
      ""relation"": ""on""
    },
    {
      ""source"": ""shirt"",
      ""target"": ""person"",
      ""relation"": ""wearing""
    },
    {
      ""source"": ""pipe"",
      ""target"": ""person"",
      ""relation"": ""holding""
    },
    {
      ""source"": ""second_person_shirt"",
      ""target"": ""second_person""
      ""relation"": ""wearing""
    }
  ]
}",
